rescue_id,business_id,business_name,business_type,city,country,latitude,longitude,date,food_category,food_item,surplus_items,surplus_kg,original_price,rescue_price,currency,meals_available,meals_rescued,meals_expired,rescue_rate,revenue_recovered_local,revenue_recovered_usd,co2e_avoided_kg,data_type
RES-0093181,SOU-DUR-17,Celebration Durban 17,Caterer,Durban,South Africa,-29.825478,31.035142,2025-07-14,Dairy,Flavoured Yoghurt,53,13.92,144.0,70.0,ZAR,43,42,1,0.9767,2940.0,163.33,32.59,Synthetic
RES-0093182,TAN-DAR-78,Morning Dar es Salaam 78,Bakery,Dar es Salaam,Tanzania,-6.802068,39.194391,2025-01-24,Bakery,Dinner Rolls,101,25.58,5710.0,2620.0,TZS,55,24,31,0.4364,62880.0,24.18,16.72,Synthetic
RES-0093183,ETH-ADD-04,Taste Hub Addis Ababa 04,Caterer,Addis Ababa,Ethiopia,9.077787,38.732778,2025-05-02,Prepared Meals,Pasta Meal,57,29.07,540.0,319.0,ETB,67,54,13,0.806,17226.0,118.8,38.06,Synthetic
RES-0093184,NIG-ONI-76,Grand Onitsha 76,Hotel,Onitsha,Nigeria,6.175695,6.707583,2025-11-12,Rice & Grains,Brown Rice,43,22.05,6150.0,3090.0,NGN,48,41,7,0.8542,126690.0,79.18,25.92,Synthetic
RES-0093185,SOU-DUR-16,Green Basket Durban 16,Supermarket,Durban,South Africa,-29.883865,31.0928,2025-11-17,Pastries,Meat Pie,84,14.09,123.0,56.0,ZAR,45,23,22,0.5111,1288.0,71.56,17.11,Synthetic
RES-0093186,NIG-ABU-32,Daily Brew Abuja 32,Café,Abuja,Nigeria,9.084555,7.450496,2025-02-19,Fruits & Vegetables,Pineapples,46,24.19,4670.0,2950.0,NGN,53,52,1,0.9811,153400.0,95.88,41.79,Synthetic
RES-0093187,NIG-IBA-10,Premier Ibadan 10,Hotel,Ibadan,Nigeria,7.328322,3.966135,2025-06-12,Dairy,Yoghurt,62,19.11,7030.0,3090.0,NGN,45,33,12,0.7333,101970.0,63.73,24.47,Synthetic
RES-0093188,RWA-MUS-10,Street Taste Musanze 10,Food Vendor,Musanze,Rwanda,-1.418172,29.661786,2025-07-29,Prepared Meals,Beans & Plantain,4,1.89,3560.0,2020.0,RWF,4,2,2,0.5,4040.0,2.79,1.38,Synthetic
RES-0093189,TAN-DAR-75,Harvest Dar es Salaam 75,Restaurant,Dar es Salaam,Tanzania,-6.787282,39.230863,2025-06-23,Dairy,Cheese,8,2.18,48080.0,18660.0,TZS,5,2,3,0.4,37320.0,14.35,1.34,Synthetic
RES-0093190,GHA-TAK-73,Mama's Takoradi 73,Food Vendor,Takoradi,Ghana,4.934113,-1.791252,2025-10-03,Pastries,Doughnut,26,4.75,88.0,34.0,GHS,10,7,3,0.7,238.0,15.35,4.33,Synthetic
RES-0093191,UGA-KAM-80,Celebration Kampala 80,Caterer,Kampala,Uganda,0.366692,32.607017,2025-02-04,Fruits & Vegetables,Bananas,85,47.69,18810.0,6880.0,UGX,118,84,34,0.7119,577920.0,156.19,43.67,Synthetic
RES-0093192,RWA-KIG-32,Royal Kigali 32,Hotel,Kigali,Rwanda,-1.995439,30.078444,2025-09-21,Beverages,Bottled Water,134,48.41,10570.0,6140.0,RWF,112,109,3,0.9732,669260.0,461.56,101.85,Synthetic
RES-0093193,GHA-TAM-65,Celebration Tamale 65,Caterer,Tamale,Ghana,9.395797,-0.833632,2025-04-05,Prepared Meals,Local Rice Meal,16,8.17,53.0,28.0,GHS,20,14,6,0.7,392.0,25.29,9.69,Synthetic
RES-0093194,NIG-ONI-77,Grand Onitsha 77,Hotel,Onitsha,Nigeria,6.142887,6.728023,2025-12-14,Rice & Grains,Oats,39,17.09,3670.0,2070.0,NGN,32,21,11,0.6562,43470.0,27.17,9.42,Synthetic
RES-0093195,RWA-MUS-55,Fresh Musanze 55,Restaurant,Musanze,Rwanda,-1.543878,29.63642,2025-02-16,Pastries,Sausage Roll,31,5.0,4150.0,2020.0,RWF,15,9,6,0.6,18180.0,12.54,6.57,Synthetic
RES-0093196,TAN-DAR-76,Fresh Dar es Salaam 76,Restaurant,Dar es Salaam,Tanzania,-6.841577,39.208816,2025-03-11,Prepared Meals,Beans & Plantain,51,20.54,25630.0,16180.0,TZS,66,57,9,0.8636,922260.0,354.72,55.87,Synthetic
RES-0093197,NIG-POR-34,Garden Port Harcourt 34,Hotel,Port Harcourt,Nigeria,4.81154,7.091165,2025-12-05,Bakery,Baguette,128,30.49,7880.0,4090.0,NGN,64,20,44,0.3125,81800.0,51.12,11.8,Synthetic
RES-0093198,KEN-KIS-70,City Bites Kisumu 70,Food Vendor,Kisumu,Kenya,-0.098324,34.796979,2025-09-16,Prepared Meals,Pasta Meal,6,2.65,686.0,346.0,KES,5,4,1,0.8,1384.0,10.65,2.64,Synthetic
RES-0093199,NIG-ABE-41,Fresh Abeokuta 41,Restaurant,Abeokuta,Nigeria,7.134338,3.42019,2025-04-07,Bakery,Bread Loaf,29,7.98,5330.0,1950.0,NGN,15,7,8,0.4667,13650.0,8.53,3.93,Synthetic
RES-0093200,NIG-LAG-64,ValueMart Lagos 64,Supermarket,Lagos,Nigeria,6.461901,3.389313,2025-06-23,Prepared Meals,Fried Rice,92,46.52,4570.0,1690.0,NGN,92,44,48,0.4783,74360.0,46.48,26.26,Synthetic
RES-0093201,NIG-LAG-12,Daily Brew Lagos 12,Café,Lagos,Nigeria,6.533395,3.37891,2025-02-27,Pastries,Croissant,22,4.38,5300.0,1860.0,NGN,12,9,3,0.75,16740.0,10.46,9.31,Synthetic
RES-0093202,TAN-ARU-78,Fresh Choice Arusha 78,Supermarket,Arusha,Tanzania,-3.426672,36.692049,2025-08-26,Dairy,Cheese,33,10.36,30400.0,13810.0,TZS,28,26,2,0.9286,359060.0,138.1,14.99,Synthetic
RES-0093203,RWA-KIG-20,Fresh Oven Kigali 20,Bakery,Kigali,Rwanda,-1.960529,30.082652,2025-10-14,Dairy,Milk,30,9.82,11410.0,5390.0,RWF,19,13,6,0.6842,70070.0,48.32,8.39,Synthetic
RES-0093204,COT-YAM-30,Quick Bite Yamoussoukro 30,Food Vendor,Yamoussoukro,Cote d'Ivoire,6.887577,-5.242402,2025-11-14,Prepared Meals,Beans & Plantain,21,10.83,5750.0,2910.0,XOF,29,20,9,0.6897,58200.0,95.41,13.34,Synthetic
RES-0093205,NIG-ONI-23,Fresh Onitsha 23,Restaurant,Onitsha,Nigeria,6.173302,6.762175,2025-07-06,Fruits & Vegetables,Mangoes,3,1.31,6950.0,3080.0,NGN,2,1,1,0.5,3080.0,1.92,0.88,Synthetic
RES-0093206,ETH-BAH-75,Prime Plate Bahir Dar 75,Caterer,Bahir Dar,Ethiopia,11.581132,37.31783,2025-04-07,Prepared Meals,Chicken Meal,67,30.66,1600.0,890.0,ETB,60,52,8,0.8667,46280.0,319.17,49.39,Synthetic
RES-0093207,NIG-KAN-42,Golden Kano 42,Restaurant,Kano,Nigeria,11.970741,8.536743,2025-07-17,Beverages,Iced Tea,34,14.65,2200.0,920.0,NGN,39,20,19,0.5128,18400.0,11.5,15.63,Synthetic
RES-0093208,ETH-BAH-18,Royal Bahir Dar 18,Hotel,Bahir Dar,Ethiopia,11.589332,37.335176,2025-01-22,Prepared Meals,Pasta Meal,35,13.6,1070.0,420.0,ETB,28,10,18,0.3571,4200.0,28.97,8.19,Synthetic
RES-0093209,NIG-ABU-16,Event Kitchen Abuja 16,Caterer,Abuja,Nigeria,9.139212,7.313631,2025-05-20,Bakery,Dinner Rolls,51,13.66,3540.0,1240.0,NGN,27,18,9,0.6667,22320.0,13.95,19.9,Synthetic
RES-0093210,NIG-POR-24,Taste Hub Port Harcourt 24,Caterer,Port Harcourt,Nigeria,4.747911,7.014713,2025-08-17,Prepared Meals,Jollof Rice,171,69.74,2010.0,1090.0,NGN,152,89,63,0.5855,97010.0,60.63,54.22,Synthetic
RES-0093211,UGA-ENT-64,Green Basket Entebbe 64,Supermarket,Entebbe,Uganda,0.030006,32.491467,2025-04-13,Prepared Meals,Local Rice Meal,56,27.81,8090.0,4140.0,UGX,62,54,8,0.871,223560.0,60.42,26.71,Synthetic
RES-0093212,SEN-DAK-09,Golden Dakar 09,Restaurant,Dakar,Senegal,14.706341,-17.449394,2025-06-22,Fruits & Vegetables,Oranges,61,27.4,11530.0,6300.0,XOF,60,44,16,0.7333,277200.0,454.43,31.88,Synthetic
RES-0093213,SOU-PRE-04,City Bites Pretoria 04,Food Vendor,Pretoria,South Africa,-25.750105,28.276706,2025-03-17,Dairy,Flavoured Yoghurt,22,6.65,270.0,115.0,ZAR,17,14,3,0.8235,1610.0,89.44,6.12,Synthetic
RES-0093214,TAN-DAR-78,Street Taste Dar es Salaam 78,Food Vendor,Dar es Salaam,Tanzania,-6.810841,39.193333,2025-08-19,Pastries,Meat Pie,8,1.64,24110.0,9520.0,TZS,3,3,0,1.0,28560.0,10.98,2.51,Synthetic
RES-0093215,NIG-ABU-70,Premier Abuja 70,Hotel,Abuja,Nigeria,9.098193,7.393204,2025-03-27,Prepared Meals,Chicken Meal,143,61.07,3970.0,2140.0,NGN,160,116,44,0.725,248240.0,155.15,78.56,Synthetic
RES-0093216,TAN-DAR-79,Golden Crust Dar es Salaam 79,Bakery,Dar es Salaam,Tanzania,-6.833156,39.231007,2025-10-28,Dairy,Cheese,30,8.65,31660.0,11110.0,TZS,28,20,8,0.7143,222200.0,85.46,15.68,Synthetic
RES-0093217,NIG-ABU-17,Taste Hub Abuja 17,Caterer,Abuja,Nigeria,9.067328,7.352393,2025-03-09,Fruits & Vegetables,Oranges,18,9.19,3230.0,1830.0,NGN,17,13,4,0.7647,23790.0,14.87,8.94,Synthetic
RES-0093218,SEN-DAK-10,Savanna Dakar 10,Restaurant,Dakar,Senegal,14.669338,-17.453012,2025-11-06,Bakery,Bread Loaf,3,0.7,8470.0,3740.0,XOF,1,1,0,1.0,3740.0,6.13,0.53,Synthetic
RES-0093219,GHA-TAM-16,Fresh Oven Tamale 16,Bakery,Tamale,Ghana,9.365677,-0.792431,2025-09-27,Pastries,Doughnut,27,4.15,10.0,5.0,GHS,7,6,1,0.8571,30.0,1.94,3.61,Synthetic
RES-0093220,UGA-KAM-71,Street Taste Kampala 71,Food Vendor,Kampala,Uganda,0.335149,32.569422,2025-03-14,Prepared Meals,Chicken Meal,50,23.68,13220.0,5090.0,UGX,68,53,15,0.7794,269770.0,72.91,38.98,Synthetic
RES-0093221,RWA-KIG-70,Bean Kigali 70,Café,Kigali,Rwanda,-1.961387,30.045208,2025-02-11,Rice & Grains,Rice Pack,23,9.28,1190.0,750.0,RWF,25,17,8,0.68,12750.0,8.79,7.75,Synthetic
RES-0093222,NIG-LAG-07,Golden Lagos 07,Restaurant,Lagos,Nigeria,6.571364,3.327138,2025-04-10,Beverages,Smoothie,14,5.95,6530.0,2890.0,NGN,15,12,3,0.8,34680.0,21.68,8.34,Synthetic
RES-0093223,NIG-POR-35,Grand Port Harcourt 35,Hotel,Port Harcourt,Nigeria,4.791046,7.025389,2025-11-26,Prepared Meals,Fried Rice,63,25.86,4700.0,2490.0,NGN,48,34,14,0.7083,84660.0,52.91,33.08,Synthetic
RES-0093224,SOU-DUR-33,Mama's Durban 33,Food Vendor,Durban,South Africa,-29.90714,30.973533,2025-09-11,Dairy,Yoghurt,7,1.97,124.0,45.0,ZAR,4,2,2,0.5,90.0,5.0,1.57,Synthetic
RES-0093225,NIG-KAN-01,Quick Bite Kano 01,Food Vendor,Kano,Nigeria,12.065663,8.583244,2025-01-22,Pastries,Doughnut,29,5.96,4340.0,2790.0,NGN,11,9,2,0.8182,25110.0,15.69,5.07,Synthetic
RES-0093226,UGA-KAM-12,Green Basket Kampala 12,Supermarket,Kampala,Uganda,0.299133,32.616147,2025-05-06,Fruits & Vegetables,Tomatoes,76,36.79,16550.0,6460.0,UGX,94,75,19,0.7979,484500.0,130.95,44.44,Synthetic
RES-0093227,TAN-ARU-64,Bean Arusha 64,Café,Arusha,Tanzania,-3.37741,36.670079,2025-10-14,Prepared Meals,Jollof Rice,10,4.33,24140.0,15550.0,TZS,10,10,0,1.0,155500.0,59.81,6.9,Synthetic
RES-0093228,NIG-KAN-29,Sunrise Kano 29,Bakery,Kano,Nigeria,12.005381,8.61335,2025-01-30,Beverages,Iced Tea,30,13.01,5960.0,2780.0,NGN,41,34,7,0.8293,94520.0,59.08,30.25,Synthetic
RES-0093229,SOU-CAP-54,Golden Cape Town 54,Restaurant,Cape Town,South Africa,-33.94434,18.476686,2025-10-09,Beverages,Smoothie,12,4.72,183.0,108.0,ZAR,8,8,0,1.0,864.0,48.0,7.67,Synthetic
RES-0093230,COT-ABI-78,Golden Abidjan 78,Restaurant,Abidjan,Cote d'Ivoire,5.434703,-4.023668,2025-10-11,Pastries,Muffin,13,2.3,5390.0,2430.0,XOF,6,4,2,0.6667,9720.0,15.93,3.22,Synthetic
RES-0093231,KEN-KIS-75,Event Kitchen Kisumu 75,Caterer,Kisumu,Kenya,-0.077564,34.729228,2025-05-13,Rice & Grains,Millet Pack,70,28.45,1190.0,460.0,KES,64,25,39,0.3906,11500.0,88.46,18.12,Synthetic
RES-0093232,TAN-DAR-79,Quick Bite Dar es Salaam 79,Food Vendor,Dar es Salaam,Tanzania,-6.800654,39.14958,2025-12-25,Bakery,Whole Wheat Bread,26,6.89,34670.0,20950.0,TZS,15,12,3,0.8,251400.0,96.69,10.67,Synthetic
RES-0093233,NIG-POR-25,Celebration Port Harcourt 25,Caterer,Port Harcourt,Nigeria,4.841029,7.012854,2025-04-26,Beverages,Fruit Juice,22,8.76,2150.0,960.0,NGN,17,9,8,0.5294,8640.0,5.4,8.24,Synthetic
RES-0093234,RWA-MUS-11,City Bites Musanze 11,Food Vendor,Musanze,Rwanda,-1.458983,29.600025,2025-10-18,Prepared Meals,Local Rice Meal,13,5.9,9380.0,4760.0,RWF,12,10,2,0.8333,47600.0,32.83,5.68,Synthetic
RES-0093235,NIG-ONI-64,City Market Onitsha 64,Supermarket,Onitsha,Nigeria,6.173076,6.758545,2025-09-01,Prepared Meals,Jollof Rice,51,26.32,4030.0,2590.0,NGN,69,46,23,0.6667,119140.0,74.46,45.33,Synthetic
RES-0093236,NIG-ABE-42,Urban Abeokuta 42,Restaurant,Abeokuta,Nigeria,7.110528,3.4152,2025-07-13,Prepared Meals,Jollof Rice,35,16.05,7770.0,3780.0,NGN,49,44,5,0.898,166320.0,103.95,34.91,Synthetic
RES-0093237,KEN-KIS-54,Premier Kisumu 54,Hotel,Kisumu,Kenya,-0.086058,34.805889,2025-08-09,Pastries,Sausage Roll,47,7.89,536.0,339.0,KES,14,14,0,1.0,4746.0,36.51,8.29,Synthetic
RES-0093238,SEN-THI-79,Green Basket Thies 79,Supermarket,Thies,Senegal,14.830642,-16.919934,2025-03-20,Bakery,Sliced Bread,77,19.94,8590.0,3720.0,XOF,36,30,6,0.8333,111600.0,182.95,18.49,Synthetic
RES-0093239,RWA-MUS-63,Prime Plate Musanze 63,Caterer,Musanze,Rwanda,-1.454656,29.669142,2025-04-03,Fruits & Vegetables,Pineapples,268,135.0,1810.0,680.0,RWF,354,287,67,0.8107,195160.0,134.59,204.8,Synthetic
RES-0093240,SEN-THI-18,Quick Bite Thies 18,Food Vendor,Thies,Senegal,14.790158,-16.923037,2025-08-23,Fruits & Vegetables,Tomatoes,3,1.38,8090.0,4500.0,XOF,3,2,1,0.6667,9000.0,14.75,1.87,Synthetic
RES-0093241,RWA-KIG-33,Grand Kigali 33,Hotel,Kigali,Rwanda,-1.939521,30.070601,2025-09-30,Bakery,Bread Loaf,66,15.13,10340.0,4140.0,RWF,42,37,5,0.881,153180.0,105.64,40.81,Synthetic
RES-0093242,UGA-JIN-71,Savanna Jinja 71,Restaurant,Jinja,Uganda,0.45886,33.228962,2025-07-25,Prepared Meals,Local Rice Meal,19,9.2,64330.0,23300.0,UGX,26,17,9,0.6538,396100.0,107.05,15.13,Synthetic
RES-0093243,TAN-ARU-51,Harvest Arusha 51,Restaurant,Arusha,Tanzania,-3.313946,36.711827,2025-06-20,Bakery,Whole Wheat Bread,32,7.13,19620.0,10880.0,TZS,15,7,8,0.4667,76160.0,29.29,2.97,Synthetic
RES-0093244,NIG-ONI-78,Garden Onitsha 78,Hotel,Onitsha,Nigeria,6.13224,6.82572,2025-09-30,Rice & Grains,Grain Mix,20,7.65,5430.0,1980.0,NGN,17,12,5,0.7059,23760.0,14.85,9.16,Synthetic
RES-0093245,UGA-JIN-18,Daily Jinja 18,Bakery,Jinja,Uganda,0.488088,33.238666,2025-12-08,Bakery,Sliced Bread,26,7.23,62380.0,39940.0,UGX,17,14,3,0.8235,559160.0,151.12,14.48,Synthetic
RES-0093246,TAN-ARU-79,City Market Arusha 79,Supermarket,Arusha,Tanzania,-3.426292,36.671441,2025-08-27,Rice & Grains,Grain Mix,42,20.02,24860.0,15560.0,TZS,55,38,17,0.6909,591280.0,227.42,20.97,Synthetic
RES-0093247,UGA-ENT-01,Kitchen Entebbe 01,Restaurant,Entebbe,Uganda,0.062449,32.504913,2025-02-16,Prepared Meals,Pasta Meal,38,15.91,14310.0,6580.0,UGX,39,38,1,0.9744,250040.0,67.58,28.5,Synthetic
RES-0093248,RWA-KIG-71,Green Cup Kigali 71,Café,Kigali,Rwanda,-1.935641,30.000066,2025-01-11,Bakery,Sliced Bread,13,3.31,7710.0,4320.0,RWF,7,7,0,1.0,30240.0,20.86,4.56,Synthetic
RES-0093249,NIG-JOS-29,Mama's Jos 29,Food Vendor,Jos,Nigeria,9.879886,8.886286,2025-10-07,Prepared Meals,Pasta Meal,16,6.17,950.0,458.0,NGN,13,8,5,0.6154,3664.0,2.29,6.3,Synthetic
RES-0093250,SEN-SAI-64,Fresh Saint-Louis 64,Restaurant,Saint-Louis,Senegal,16.025785,-16.497631,2025-07-14,Dairy,Custard,59,19.35,5570.0,3020.0,XOF,46,36,10,0.7826,108720.0,178.23,25.15,Synthetic
RES-0093251,NIG-KAN-30,Fresh Oven Kano 30,Bakery,Kano,Nigeria,12.009852,8.569773,2025-10-05,Beverages,Smoothie,69,29.17,7560.0,4020.0,NGN,86,54,32,0.6279,217080.0,135.68,28.63,Synthetic
RES-0093252,GHA-TAM-64,Bean Tamale 64,Café,Tamale,Ghana,9.411341,-0.87421,2025-03-24,Prepared Meals,Beans & Plantain,5,2.56,76.0,35.0,GHS,8,6,2,0.75,210.0,13.55,4.12,Synthetic
RES-0093253,NIG-BEN-48,Golden Benin City 48,Restaurant,Benin City,Nigeria,6.296407,5.61201,2025-01-28,Prepared Meals,Pasta Meal,12,5.9,3620.0,1400.0,NGN,13,11,2,0.8462,15400.0,9.62,9.02,Synthetic
RES-0093254,NIG-ABU-71,Grand Abuja 71,Hotel,Abuja,Nigeria,9.054022,7.444861,2025-03-14,Prepared Meals,Chicken Meal,43,17.93,4920.0,2350.0,NGN,56,28,28,0.5,65800.0,41.12,21.74,Synthetic
RES-0093255,NIG-ABU-33,Daily Brew Abuja 33,Café,Abuja,Nigeria,9.093509,7.372982,2025-01-10,Bakery,Bread Loaf,10,2.18,5180.0,2810.0,NGN,4,3,1,0.75,8430.0,5.27,3.25,Synthetic
RES-0093256,SOU-JOH-43,Grand Johannesburg 43,Hotel,Johannesburg,South Africa,-26.230539,28.039938,2025-12-01,Prepared Meals,Fried Rice,13,6.28,101.0,39.0,ZAR,17,5,12,0.2941,195.0,10.83,3.57,Synthetic
RES-0093257,NIG-POR-75,Fresh Port Harcourt 75,Restaurant,Port Harcourt,Nigeria,4.870946,7.006403,2025-03-03,Fruits & Vegetables,Pineapples,25,12.37,1470.0,900.0,NGN,23,22,1,0.9565,19800.0,12.38,23.87,Synthetic
RES-0093258,ETH-ADD-22,Bean Addis Ababa 22,Café,Addis Ababa,Ethiopia,8.991271,38.729159,2025-09-26,Rice & Grains,Millet Pack,19,8.57,294.0,128.0,ETB,19,9,10,0.4737,1152.0,7.94,5.05,Synthetic
RES-0093259,NIG-KAN-10,Prime Plate Kano 10,Caterer,Kano,Nigeria,11.987807,8.559061,2025-01-06,Prepared Meals,Beans & Plantain,51,19.69,5890.0,2490.0,NGN,45,35,10,0.7778,87150.0,54.47,30.91,Synthetic
RES-0093260,NIG-ENU-41,Harvest Enugu 41,Restaurant,Enugu,Nigeria,6.505468,7.543723,2025-11-24,Prepared Meals,Fried Rice,33,15.48,3250.0,1320.0,NGN,35,19,16,0.5429,25080.0,15.68,15.54,Synthetic
RES-0093261,NIG-BEN-49,Fresh Benin City 49,Restaurant,Benin City,Nigeria,6.372626,5.630729,2025-03-23,Prepared Meals,Fried Rice,34,14.37,4580.0,2180.0,NGN,45,41,4,0.9111,89380.0,55.86,40.39,Synthetic
RES-0093262,NIG-BEN-66,Fresh Choice Benin City 66,Supermarket,Benin City,Nigeria,6.346555,5.584676,2025-04-23,Prepared Meals,Fried Rice,105,47.86,3030.0,1470.0,NGN,153,59,94,0.3856,86730.0,54.21,36.84,Synthetic
RES-0093263,NIG-KAN-54,Daily Brew Kano 54,Café,Kano,Nigeria,12.022854,8.627481,2025-07-25,Fruits & Vegetables,Pineapples,19,9.84,4740.0,1980.0,NGN,20,14,6,0.7,27720.0,17.32,6.72,Synthetic
RES-0093264,TAN-MWA-67,Green Cup Mwanza 67,Café,Mwanza,Tanzania,-2.513562,32.938828,2025-05-13,Pastries,Muffin,15,2.59,52360.0,27940.0,TZS,5,4,1,0.8,111760.0,42.98,3.24,Synthetic
RES-0093265,TAN-DAR-77,Savanna Dar es Salaam 77,Restaurant,Dar es Salaam,Tanzania,-6.740322,39.156201,2025-04-04,Prepared Meals,Beans & Plantain,17,7.15,38050.0,13650.0,TZS,16,13,3,0.8125,177450.0,68.25,9.46,Synthetic
RES-0093266,NIG-ONI-24,Golden Onitsha 24,Restaurant,Onitsha,Nigeria,6.102447,6.741209,2025-11-14,Prepared Meals,Fried Rice,4,1.93,4300.0,2670.0,NGN,5,3,2,0.6,8010.0,5.01,2.73,Synthetic
RES-0093267,NIG-POR-71,ValueMart Port Harcourt 71,Supermarket,Port Harcourt,Nigeria,4.814834,7.035635,2025-08-12,Prepared Meals,Beans & Plantain,54,25.5,3440.0,2130.0,NGN,74,60,14,0.8108,127800.0,79.88,48.96,Synthetic
RES-0093268,RWA-KIG-37,Fresh Choice Kigali 37,Supermarket,Kigali,Rwanda,-1.907261,30.075432,2025-10-03,Rice & Grains,Oats,126,48.79,1960.0,1020.0,RWF,111,105,6,0.9459,107100.0,73.86,82.75,Synthetic
RES-0093269,RWA-KIG-38,Green Basket Kigali 38,Supermarket,Kigali,Rwanda,-1.958266,30.055265,2025-05-30,Bakery,Dinner Rolls,50,12.97,10790.0,5420.0,RWF,35,32,3,0.9143,173440.0,119.61,20.89,Synthetic
RES-0093270,SEN-DAK-78,Fresh Choice Dakar 78,Supermarket,Dakar,Senegal,14.749478,-17.450213,2025-03-20,Fruits & Vegetables,Oranges,68,30.23,3380.0,1740.0,XOF,66,46,20,0.697,80040.0,131.21,43.0,Synthetic
RES-0093271,ETH-DIR-39,ValueMart Dire Dawa 39,Supermarket,Dire Dawa,Ethiopia,9.596475,41.847647,2025-05-24,Prepared Meals,Jollof Rice,50,25.58,830.0,302.0,ETB,56,37,19,0.6607,11174.0,77.06,34.47,Synthetic
RES-0093272,NIG-IBA-69,Quick Bite Ibadan 69,Food Vendor,Ibadan,Nigeria,7.333598,3.902632,2025-02-05,Prepared Meals,Fried Rice,41,17.39,7350.0,4770.0,NGN,46,31,15,0.6739,147870.0,92.42,17.79,Synthetic
RES-0093273,ETH-BAH-19,Premier Bahir Dar 19,Hotel,Bahir Dar,Ethiopia,11.642233,37.332801,2025-10-14,Fruits & Vegetables,Mixed Vegetables,89,46.17,1340.0,790.0,ETB,109,90,19,0.8257,71100.0,490.34,71.22,Synthetic
RES-0093274,KEN-KIS-55,Savanna Kisumu 55,Restaurant,Kisumu,Kenya,-0.144652,34.806183,2025-04-13,Bakery,Bread Loaf,25,6.51,450.0,259.0,KES,17,13,4,0.7647,3367.0,25.9,7.56,Synthetic
RES-0093275,ETH-ADD-48,City Bites Addis Ababa 48,Food Vendor,Addis Ababa,Ethiopia,8.990773,38.701276,2025-11-04,Pastries,Meat Pie,23,3.91,1010.0,590.0,ETB,7,5,2,0.7143,2950.0,20.34,3.47,Synthetic
RES-0093276,RWA-KIG-59,Mama's Kigali 59,Food Vendor,Kigali,Rwanda,-1.920251,30.066802,2025-09-19,Bakery,Bread Loaf,80,18.92,2820.0,1160.0,RWF,61,60,1,0.9836,69600.0,48.0,46.51,Synthetic
RES-0093277,KEN-NAK-15,Street Taste Nakuru 15,Food Vendor,Nakuru,Kenya,-0.297328,36.028093,2025-02-12,Bakery,Whole Wheat Bread,25,6.2,522.0,210.0,KES,13,8,5,0.6154,1680.0,12.92,7.72,Synthetic
RES-0093278,SOU-JOH-03,Prime Plate Johannesburg 03,Caterer,Johannesburg,South Africa,-26.159997,28.088726,2025-08-06,Pastries,Meat Pie,17,2.97,128.0,58.0,ZAR,9,8,1,0.8889,464.0,25.78,7.6,Synthetic
RES-0093279,NIG-ONI-48,Quick Bite Onitsha 48,Food Vendor,Onitsha,Nigeria,6.158748,6.789645,2025-03-20,Fruits & Vegetables,Tomatoes,19,10.57,3120.0,1640.0,NGN,27,20,7,0.7407,32800.0,20.5,9.09,Synthetic
RES-0093280,SOU-JOH-47,Morning Johannesburg 47,Bakery,Johannesburg,South Africa,-26.223525,28.063255,2025-08-22,Pastries,Doughnut,56,10.75,201.0,111.0,ZAR,24,8,16,0.3333,888.0,49.33,6.62,Synthetic
RES-0093281,NIG-POR-72,Quick Bite Port Harcourt 72,Food Vendor,Port Harcourt,Nigeria,4.790184,6.979553,2025-02-15,Fruits & Vegetables,Bananas,3,1.3,6220.0,2910.0,NGN,3,3,0,1.0,8730.0,5.46,2.44,Synthetic
RES-0093282,GHA-TAK-71,Prime Plate Takoradi 71,Caterer,Takoradi,Ghana,4.91069,-1.785439,2025-07-14,Bakery,Baguette,64,15.46,86.0,46.0,GHS,28,21,7,0.75,966.0,62.32,13.93,Synthetic
RES-0093283,NIG-ABU-72,Premier Abuja 72,Hotel,Abuja,Nigeria,9.068439,7.418347,2025-04-17,Pastries,Doughnut,102,16.26,4740.0,1790.0,NGN,32,27,5,0.8438,48330.0,30.21,18.75,Synthetic
RES-0093284,GHA-TAK-74,City Bites Takoradi 74,Food Vendor,Takoradi,Ghana,4.934332,-1.786939,2025-03-20,Fruits & Vegetables,Tomatoes,47,21.52,102.0,49.0,GHS,42,41,1,0.9762,2009.0,129.61,37.2,Synthetic
RES-0093285,TAN-DAR-55,Civic Dar es Salaam 55,Hotel,Dar es Salaam,Tanzania,-6.758005,39.220813,2025-02-09,Pastries,Meat Pie,49,8.6,53260.0,21790.0,TZS,26,13,13,0.5,283270.0,108.95,7.07,Synthetic
RES-0093286,SOU-CAP-01,Event Kitchen Cape Town 01,Caterer,Cape Town,South Africa,-33.9151,18.497679,2025-05-04,Fruits & Vegetables,Mangoes,12,6.67,105.0,68.0,ZAR,14,9,5,0.6429,612.0,34.0,4.95,Synthetic
RES-0093287,NIG-ENU-42,Urban Enugu 42,Restaurant,Enugu,Nigeria,6.430048,7.534833,2025-08-24,Bakery,Sliced Bread,12,3.23,5140.0,3080.0,NGN,7,5,2,0.7143,15400.0,9.62,3.39,Synthetic
RES-0093288,RWA-KIG-21,Golden Crust Kigali 21,Bakery,Kigali,Rwanda,-1.976109,30.06415,2025-02-21,Fruits & Vegetables,Mangoes,41,18.86,2860.0,1450.0,RWF,36,31,5,0.8611,44950.0,31.0,21.01,Synthetic
